a,b,lat1,long1,lat2,long2
10,37,35.17,33.33,39.91,32.79
28,15,33.7,73.01,31.23,34.78
24,16,48.03,106.95,35.68,139.68
29,26,14.62,121,27.72,85.32
19,35,29.31,47.96,13.72,100.58
38,42,37.92,58.41,15.4,44.19
26,9,27.72,85.32,39.92,116.33
40,30,41.24,69.3,25.22,51.5
35,30,13.72,100.58,25.22,51.5
34,15,38.6,68.79,31.23,34.78
23,31,4.14,73.46,24.58,46.71
7,29,4.88,114.85,14.62,121
12,31,28.66,77.13,24.58,46.71
31,32,24.58,46.71,1.29,103.86
40,22,41.24,69.3,3.07,101.66
37,25,39.91,32.79,19.75,96.1
10,12,35.17,33.33,28.66,77.13
19,37,29.31,47.96,39.91,32.79
27,16,23.5,58.57,35.68,139.68
40,12,41.24,69.3,28.66,77.13
24,18,48.03,106.95,51.17,71.34
40,3,41.24,69.3,40.41,49.95
6,9,27.48,89.54,39.92,116.33
37,8,39.91,32.79,11.56,104.9
28,13,33.7,73.01,-6.18,106.77
5,8,23.8,90.44,11.56,104.9
11,24,41.68,44.8,48.03,106.95
19,2,29.31,47.96,40.18,44.47
24,38,48.03,106.95,37.92,58.41
18,8,51.17,71.34,11.56,104.9
11,13,41.68,44.8,-6.18,106.77
23,32,4.14,73.46,1.29,103.86
16,35,35.68,139.68,13.72,100.58
5,27,23.8,90.44,23.5,58.57
10,7,35.17,33.33,4.88,114.85
36,18,-8.65,125.6,51.17,71.34
22,24,3.07,101.66,48.03,106.95
16,17,35.68,139.68,31.9,35.98
8,37,11.56,104.9,39.91,32.79
21,17,33.8,35.52,31.9,35.98
14,23,33.37,44.37,4.14,73.46
35,36,13.72,100.58,-8.65,125.6
27,23,23.5,58.57,4.14,73.46
12,24,28.66,77.13,48.03,106.95
11,42,41.68,44.8,15.4,44.19
15,15,31.23,34.78,31.23,34.78
1,41,34.49,69.17,21.01,105.8
18,34,51.17,71.34,38.6,68.79
15,26,31.23,34.78,27.72,85.32
36,9,-8.65,125.6,39.92,116.33
23,39,4.14,73.46,24.44,54.39
12,7,28.66,77.13,4.88,114.85
3,4,40.41,49.95,26.19,50.5
9,10,39.92,116.33,35.17,33.33
16,14,35.68,139.68,33.37,44.37
14,3,33.37,44.37,40.41,49.95
18,32,51.17,71.34,1.29,103.86
6,14,27.48,89.54,33.37,44.37
25,20,19.75,96.1,42.79,74.58
28,25,33.7,73.01,19.75,96.1
23,30,4.14,73.46,25.22,51.5
29,33,14.62,121,6.9,79.91
23,42,4.14,73.46,15.4,44.19
21,33,33.8,35.52,6.9,79.91
24,18,48.03,106.95,51.17,71.34
17,30,31.9,35.98,25.22,51.5
41,10,21.01,105.8,35.17,33.33
26,27,27.72,85.32,23.5,58.57
27,27,23.5,58.57,23.5,58.57
21,30,33.8,35.52,25.22,51.5
26,16,27.72,85.32,35.68,139.68
9,21,39.92,116.33,33.8,35.52
13,3,-6.18,106.77,40.41,49.95
11,22,41.68,44.8,3.07,101.66
23,3,4.14,73.46,40.41,49.95
4,19,26.19,50.5,29.31,47.96
37,1,39.91,32.79,34.49,69.17
37,25,39.91,32.79,19.75,96.1
8,41,11.56,104.9,21.01,105.8
36,38,-8.65,125.6,37.92,58.41
21,24,33.8,35.52,48.03,106.95
1,23,34.49,69.17,4.14,73.46
34,22,38.6,68.79,3.07,101.66
28,32,33.7,73.01,1.29,103.86
28,25,33.7,73.01,19.75,96.1
36,28,-8.65,125.6,33.7,73.01
37,7,39.91,32.79,4.88,114.85
42,34,15.4,44.19,38.6,68.79
14,13,33.37,44.37,-6.18,106.77
4,43,26.19,50.5,#N/A,#N/A
30,37,25.22,51.5,39.91,32.79
38,14,37.92,58.41,33.37,44.37
41,40,21.01,105.8,41.24,69.3
11,5,41.68,44.8,23.8,90.44
37,27,39.91,32.79,23.5,58.57
25,34,19.75,96.1,38.6,68.79
17,24,31.9,35.98,48.03,106.95
31,9,24.58,46.71,39.92,116.33
40,24,41.24,69.3,48.03,106.95
31,1,24.58,46.71,34.49,69.17
16,40,35.68,139.68,41.24,69.3
10,14,35.17,33.33,33.37,44.37
6,30,27.48,89.54,25.22,51.5
4,34,26.19,50.5,38.6,68.79
1,29,34.49,69.17,14.62,121
19,14,29.31,47.96,33.37,44.37
1,1,34.49,69.17,34.49,69.17
33,32,6.9,79.91,1.29,103.86
35,33,13.72,100.58,6.9,79.91
12,25,28.66,77.13,19.75,96.1
2,7,40.18,44.47,4.88,114.85
12,24,28.66,77.13,48.03,106.95
22,30,3.07,101.66,25.22,51.5
39,33,24.44,54.39,6.9,79.91
36,42,-8.65,125.6,15.4,44.19
42,5,15.4,44.19,23.8,90.44
32,7,1.29,103.86,4.88,114.85
14,20,33.37,44.37,42.79,74.58
23,24,4.14,73.46,48.03,106.95
25,41,19.75,96.1,21.01,105.8
6,42,27.48,89.54,15.4,44.19
22,27,3.07,101.66,23.5,58.57
8,30,11.56,104.9,25.22,51.5
1,4,34.49,69.17,26.19,50.5
11,14,41.68,44.8,33.37,44.37
14,38,33.37,44.37,37.92,58.41
42,11,15.4,44.19,41.68,44.8
39,40,24.44,54.39,41.24,69.3
36,19,-8.65,125.6,29.31,47.96
34,28,38.6,68.79,33.7,73.01
7,3,4.88,114.85,40.41,49.95
21,25,33.8,35.52,19.75,96.1
14,22,33.37,44.37,3.07,101.66
17,32,31.9,35.98,1.29,103.86
25,12,19.75,96.1,28.66,77.13
17,42,31.9,35.98,15.4,44.19
20,7,42.79,74.58,4.88,114.85
2,43,40.18,44.47,#N/A,#N/A
30,33,25.22,51.5,6.9,79.91
10,35,35.17,33.33,13.72,100.58
37,15,39.91,32.79,31.23,34.78
39,20,24.44,54.39,42.79,74.58
30,15,25.22,51.5,31.23,34.78
34,1,38.6,68.79,34.49,69.17
24,18,48.03,106.95,51.17,71.34
35,12,13.72,100.58,28.66,77.13
13,38,-6.18,106.77,37.92,58.41
40,7,41.24,69.3,4.88,114.85
27,36,23.5,58.57,-8.65,125.6
12,9,28.66,77.13,39.92,116.33
22,12,3.07,101.66,28.66,77.13
22,20,3.07,101.66,42.79,74.58
2,10,40.18,44.47,35.17,33.33
10,38,35.17,33.33,37.92,58.41
22,2,3.07,101.66,40.18,44.47
12,17,28.66,77.13,31.9,35.98
33,11,6.9,79.91,41.68,44.8
21,24,33.8,35.52,48.03,106.95
25,12,19.75,96.1,28.66,77.13
10,37,35.17,33.33,39.91,32.79
21,15,33.8,35.52,31.23,34.78
22,10,3.07,101.66,35.17,33.33
24,1,48.03,106.95,34.49,69.17
42,18,15.4,44.19,51.17,71.34
10,14,35.17,33.33,33.37,44.37
34,5,38.6,68.79,23.8,90.44
40,25,41.24,69.3,19.75,96.1
9,26,39.92,116.33,27.72,85.32
32,26,1.29,103.86,27.72,85.32
42,4,15.4,44.19,26.19,50.5
13,4,-6.18,106.77,26.19,50.5
32,7,1.29,103.86,4.88,114.85
33,27,6.9,79.91,23.5,58.57
3,35,40.41,49.95,13.72,100.58
19,25,29.31,47.96,19.75,96.1
22,15,3.07,101.66,31.23,34.78
31,15,24.58,46.71,31.23,34.78
38,24,37.92,58.41,48.03,106.95
36,12,-8.65,125.6,28.66,77.13
13,4,-6.18,106.77,26.19,50.5
17,1,31.9,35.98,34.49,69.17
23,32,4.14,73.46,1.29,103.86
40,17,41.24,69.3,31.9,35.98
22,21,3.07,101.66,33.8,35.52
40,40,41.24,69.3,41.24,69.3
42,10,15.4,44.19,35.17,33.33
21,10,33.8,35.52,35.17,33.33
34,40,38.6,68.79,41.24,69.3
19,10,29.31,47.96,35.17,33.33
10,33,35.17,33.33,6.9,79.91
14,9,33.37,44.37,39.92,116.33
25,27,19.75,96.1,23.5,58.57
29,29,14.62,121,14.62,121
15,10,31.23,34.78,35.17,33.33
14,8,33.37,44.37,11.56,104.9
25,35,19.75,96.1,13.72,100.58
27,16,23.5,58.57,35.68,139.68
10,43,35.17,33.33,#N/A,#N/A
4,16,26.19,50.5,35.68,139.68
21,1,33.8,35.52,34.49,69.17
21,28,33.8,35.52,33.7,73.01
1,19,34.49,69.17,29.31,47.96
16,24,35.68,139.68,48.03,106.95
39,18,24.44,54.39,51.17,71.34
24,43,48.03,106.95,#N/A,#N/A
31,35,24.58,46.71,13.72,100.58
26,40,27.72,85.32,41.24,69.3
35,39,13.72,100.58,24.44,54.39
39,21,24.44,54.39,33.8,35.52
41,29,21.01,105.8,14.62,121
42,41,15.4,44.19,21.01,105.8
35,26,13.72,100.58,27.72,85.32
9,7,39.92,116.33,4.88,114.85
24,28,48.03,106.95,33.7,73.01
22,17,3.07,101.66,31.9,35.98
39,43,24.44,54.39,#N/A,#N/A
33,24,6.9,79.91,48.03,106.95
16,18,35.68,139.68,51.17,71.34
2,21,40.18,44.47,33.8,35.52
24,3,48.03,106.95,40.41,49.95
21,29,33.8,35.52,14.62,121
29,33,14.62,121,6.9,79.91
39,9,24.44,54.39,39.92,116.33
15,8,31.23,34.78,11.56,104.9
21,10,33.8,35.52,35.17,33.33
21,16,33.8,35.52,35.68,139.68
29,26,14.62,121,27.72,85.32
33,28,6.9,79.91,33.7,73.01
18,6,51.17,71.34,27.48,89.54
41,1,21.01,105.8,34.49,69.17
6,32,27.48,89.54,1.29,103.86
24,19,48.03,106.95,29.31,47.96
40,1,41.24,69.3,34.49,69.17
21,34,33.8,35.52,38.6,68.79
20,4,42.79,74.58,26.19,50.5
8,37,11.56,104.9,39.91,32.79
15,27,31.23,34.78,23.5,58.57
30,29,25.22,51.5,14.62,121
8,19,11.56,104.9,29.31,47.96
26,29,27.72,85.32,14.62,121
13,16,-6.18,106.77,35.68,139.68
10,18,35.17,33.33,51.17,71.34
23,7,4.14,73.46,4.88,114.85
42,14,15.4,44.19,33.37,44.37
21,12,33.8,35.52,28.66,77.13
39,14,24.44,54.39,33.37,44.37
19,21,29.31,47.96,33.8,35.52
13,4,-6.18,106.77,26.19,50.5
29,1,14.62,121,34.49,69.17
9,41,39.92,116.33,21.01,105.8
2,40,40.18,44.47,41.24,69.3
30,25,25.22,51.5,19.75,96.1
16,27,35.68,139.68,23.5,58.57
4,4,26.19,50.5,26.19,50.5
3,13,40.41,49.95,-6.18,106.77
31,33,24.58,46.71,6.9,79.91
34,25,38.6,68.79,19.75,96.1
35,37,13.72,100.58,39.91,32.79
10,17,35.17,33.33,31.9,35.98
4,6,26.19,50.5,27.48,89.54
4,6,26.19,50.5,27.48,89.54
1,21,34.49,69.17,33.8,35.52
9,17,39.92,116.33,31.9,35.98
23,13,4.14,73.46,-6.18,106.77
12,30,28.66,77.13,25.22,51.5
42,43,15.4,44.19,#N/A,#N/A
12,38,28.66,77.13,37.92,58.41
8,6,11.56,104.9,27.48,89.54
5,1,23.8,90.44,34.49,69.17
18,36,51.17,71.34,-8.65,125.6
36,4,-8.65,125.6,26.19,50.5
21,43,33.8,35.52,#N/A,#N/A
33,19,6.9,79.91,29.31,47.96
8,28,11.56,104.9,33.7,73.01
3,43,40.41,49.95,#N/A,#N/A
35,37,13.72,100.58,39.91,32.79
18,18,51.17,71.34,51.17,71.34
21,28,33.8,35.52,33.7,73.01
27,19,23.5,58.57,29.31,47.96
2,19,40.18,44.47,29.31,47.96
14,3,33.37,44.37,40.41,49.95
23,35,4.14,73.46,13.72,100.58
9,28,39.92,116.33,33.7,73.01
11,33,41.68,44.8,6.9,79.91
12,15,28.66,77.13,31.23,34.78
8,7,11.56,104.9,4.88,114.85
1,24,34.49,69.17,48.03,106.95
16,41,35.68,139.68,21.01,105.8
25,10,19.75,96.1,35.17,33.33
9,28,39.92,116.33,33.7,73.01
3,19,40.41,49.95,29.31,47.96
7,21,4.88,114.85,33.8,35.52
13,28,-6.18,106.77,33.7,73.01
13,40,-6.18,106.77,41.24,69.3
37,27,39.91,32.79,23.5,58.57
42,40,15.4,44.19,41.24,69.3
22,40,3.07,101.66,41.24,69.3
30,29,25.22,51.5,14.62,121
22,39,3.07,101.66,24.44,54.39
42,27,15.4,44.19,23.5,58.57
29,16,14.62,121,35.68,139.68
25,30,19.75,96.1,25.22,51.5
21,8,33.8,35.52,11.56,104.9
34,38,38.6,68.79,37.92,58.41
29,11,14.62,121,41.68,44.8
30,35,25.22,51.5,13.72,100.58
20,11,42.79,74.58,41.68,44.8
19,34,29.31,47.96,38.6,68.79
19,16,29.31,47.96,35.68,139.68
39,5,24.44,54.39,23.8,90.44
10,23,35.17,33.33,4.14,73.46
27,17,23.5,58.57,31.9,35.98
38,37,37.92,58.41,39.91,32.79
36,35,-8.65,125.6,13.72,100.58
36,1,-8.65,125.6,34.49,69.17
5,10,23.8,90.44,35.17,33.33
41,39,21.01,105.8,24.44,54.39
26,24,27.72,85.32,48.03,106.95
4,21,26.19,50.5,33.8,35.52
18,24,51.17,71.34,48.03,106.95
8,25,11.56,104.9,19.75,96.1
17,30,31.9,35.98,25.22,51.5
14,13,33.37,44.37,-6.18,106.77
14,24,33.37,44.37,48.03,106.95
28,41,33.7,73.01,21.01,105.8
35,29,13.72,100.58,14.62,121
7,2,4.88,114.85,40.18,44.47
1,40,34.49,69.17,41.24,69.3
21,39,33.8,35.52,24.44,54.39
28,38,33.7,73.01,37.92,58.41
40,4,41.24,69.3,26.19,50.5
3,40,40.41,49.95,41.24,69.3
29,35,14.62,121,13.72,100.58
25,36,19.75,96.1,-8.65,125.6
10,15,35.17,33.33,31.23,34.78
24,37,48.03,106.95,39.91,32.79
31,30,24.58,46.71,25.22,51.5
14,27,33.37,44.37,23.5,58.57
20,9,42.79,74.58,39.92,116.33
7,12,4.88,114.85,28.66,77.13
27,39,23.5,58.57,24.44,54.39
18,31,51.17,71.34,24.58,46.71
1,2,34.49,69.17,40.18,44.47
9,36,39.92,116.33,-8.65,125.6
28,34,33.7,73.01,38.6,68.79
26,3,27.72,85.32,40.41,49.95
32,16,1.29,103.86,35.68,139.68
6,2,27.48,89.54,40.18,44.47
25,30,19.75,96.1,25.22,51.5
22,7,3.07,101.66,4.88,114.85
16,18,35.68,139.68,51.17,71.34
19,33,29.31,47.96,6.9,79.91
34,7,38.6,68.79,4.88,114.85
19,26,29.31,47.96,27.72,85.32
39,15,24.44,54.39,31.23,34.78
1,30,34.49,69.17,25.22,51.5
3,9,40.41,49.95,39.92,116.33
8,25,11.56,104.9,19.75,96.1
42,32,15.4,44.19,1.29,103.86
27,11,23.5,58.57,41.68,44.8
16,35,35.68,139.68,13.72,100.58
10,25,35.17,33.33,19.75,96.1
42,18,15.4,44.19,51.17,71.34
37,15,39.91,32.79,31.23,34.78
42,42,15.4,44.19,15.4,44.19
5,16,23.8,90.44,35.68,139.68
13,34,-6.18,106.77,38.6,68.79
4,43,26.19,50.5,#N/A,#N/A
6,6,27.48,89.54,27.48,89.54
21,29,33.8,35.52,14.62,121
7,37,4.88,114.85,39.91,32.79
10,12,35.17,33.33,28.66,77.13
13,15,-6.18,106.77,31.23,34.78
40,37,41.24,69.3,39.91,32.79
8,34,11.56,104.9,38.6,68.79
4,40,26.19,50.5,41.24,69.3
4,23,26.19,50.5,4.14,73.46
9,23,39.92,116.33,4.14,73.46
22,31,3.07,101.66,24.58,46.71
5,30,23.8,90.44,25.22,51.5
31,6,24.58,46.71,27.48,89.54
17,36,31.9,35.98,-8.65,125.6
1,7,34.49,69.17,4.88,114.85
2,14,40.18,44.47,33.37,44.37
20,39,42.79,74.58,24.44,54.39
2,27,40.18,44.47,23.5,58.57
32,8,1.29,103.86,11.56,104.9
20,25,42.79,74.58,19.75,96.1
41,3,21.01,105.8,40.41,49.95
35,30,13.72,100.58,25.22,51.5
33,12,6.9,79.91,28.66,77.13
33,40,6.9,79.91,41.24,69.3
6,31,27.48,89.54,24.58,46.71
24,8,48.03,106.95,11.56,104.9
8,35,11.56,104.9,13.72,100.58
35,25,13.72,100.58,19.75,96.1
41,12,21.01,105.8,28.66,77.13
9,26,39.92,116.33,27.72,85.32
7,41,4.88,114.85,21.01,105.8
27,26,23.5,58.57,27.72,85.32
10,14,35.17,33.33,33.37,44.37
13,41,-6.18,106.77,21.01,105.8
19,16,29.31,47.96,35.68,139.68
14,1,33.37,44.37,34.49,69.17
13,10,-6.18,106.77,35.17,33.33
34,25,38.6,68.79,19.75,96.1
3,25,40.41,49.95,19.75,96.1
26,30,27.72,85.32,25.22,51.5
6,3,27.48,89.54,40.41,49.95
21,11,33.8,35.52,41.68,44.8
18,8,51.17,71.34,11.56,104.9
40,34,41.24,69.3,38.6,68.79
20,26,42.79,74.58,27.72,85.32
32,11,1.29,103.86,41.68,44.8
2,37,40.18,44.47,39.91,32.79
39,1,24.44,54.39,34.49,69.17
20,34,42.79,74.58,38.6,68.79
26,2,27.72,85.32,40.18,44.47
17,5,31.9,35.98,23.8,90.44
33,32,6.9,79.91,1.29,103.86
16,3,35.68,139.68,40.41,49.95
2,36,40.18,44.47,-8.65,125.6
34,6,38.6,68.79,27.48,89.54
19,21,29.31,47.96,33.8,35.52
34,14,38.6,68.79,33.37,44.37
32,20,1.29,103.86,42.79,74.58
7,33,4.88,114.85,6.9,79.91
41,31,21.01,105.8,24.58,46.71
3,15,40.41,49.95,31.23,34.78
41,22,21.01,105.8,3.07,101.66
27,26,23.5,58.57,27.72,85.32
21,5,33.8,35.52,23.8,90.44
5,33,23.8,90.44,6.9,79.91
19,33,29.31,47.96,6.9,79.91
13,29,-6.18,106.77,14.62,121
26,28,27.72,85.32,33.7,73.01
5,1,23.8,90.44,34.49,69.17
18,7,51.17,71.34,4.88,114.85
16,21,35.68,139.68,33.8,35.52
42,24,15.4,44.19,48.03,106.95
19,29,29.31,47.96,14.62,121
14,34,33.37,44.37,38.6,68.79
14,1,33.37,44.37,34.49,69.17
37,23,39.91,32.79,4.14,73.46
40,10,41.24,69.3,35.17,33.33
14,32,33.37,44.37,1.29,103.86
13,30,-6.18,106.77,25.22,51.5
2,16,40.18,44.47,35.68,139.68
39,9,24.44,54.39,39.92,116.33
7,6,4.88,114.85,27.48,89.54
42,7,15.4,44.19,4.88,114.85
29,28,14.62,121,33.7,73.01
14,1,33.37,44.37,34.49,69.17
4,13,26.19,50.5,-6.18,106.77
6,2,27.48,89.54,40.18,44.47
15,7,31.23,34.78,4.88,114.85
38,13,37.92,58.41,-6.18,106.77
32,15,1.29,103.86,31.23,34.78
5,31,23.8,90.44,24.58,46.71
32,37,1.29,103.86,39.91,32.79
28,9,33.7,73.01,39.92,116.33
19,27,29.31,47.96,23.5,58.57
22,17,3.07,101.66,31.9,35.98
14,34,33.37,44.37,38.6,68.79
41,27,21.01,105.8,23.5,58.57
1,23,34.49,69.17,4.14,73.46
2,11,40.18,44.47,41.68,44.8
9,31,39.92,116.33,24.58,46.71
11,35,41.68,44.8,13.72,100.58
4,42,26.19,50.5,15.4,44.19
34,37,38.6,68.79,39.91,32.79
29,2,14.62,121,40.18,44.47
37,40,39.91,32.79,41.24,69.3
27,27,23.5,58.57,23.5,58.57
21,21,33.8,35.52,33.8,35.52
29,35,14.62,121,13.72,100.58
24,2,48.03,106.95,40.18,44.47
7,11,4.88,114.85,41.68,44.8
39,7,24.44,54.39,4.88,114.85
42,16,15.4,44.19,35.68,139.68
11,5,41.68,44.8,23.8,90.44
24,39,48.03,106.95,24.44,54.39
15,4,31.23,34.78,26.19,50.5
4,12,26.19,50.5,28.66,77.13
14,19,33.37,44.37,29.31,47.96
42,23,15.4,44.19,4.14,73.46
17,25,31.9,35.98,19.75,96.1
26,12,27.72,85.32,28.66,77.13
28,9,33.7,73.01,39.92,116.33
35,25,13.72,100.58,19.75,96.1
41,15,21.01,105.8,31.23,34.78
26,41,27.72,85.32,21.01,105.8
32,17,1.29,103.86,31.9,35.98
38,19,37.92,58.41,29.31,47.96
32,11,1.29,103.86,41.68,44.8
19,24,29.31,47.96,48.03,106.95
30,39,25.22,51.5,24.44,54.39
17,25,31.9,35.98,19.75,96.1
19,16,29.31,47.96,35.68,139.68
37,42,39.91,32.79,15.4,44.19
39,4,24.44,54.39,26.19,50.5
32,11,1.29,103.86,41.68,44.8
2,39,40.18,44.47,24.44,54.39
2,14,40.18,44.47,33.37,44.37
36,20,-8.65,125.6,42.79,74.58
41,23,21.01,105.8,4.14,73.46
13,4,-6.18,106.77,26.19,50.5
26,36,27.72,85.32,-8.65,125.6
34,25,38.6,68.79,19.75,96.1
30,18,25.22,51.5,51.17,71.34
38,23,37.92,58.41,4.14,73.46
31,2,24.58,46.71,40.18,44.47
7,14,4.88,114.85,33.37,44.37
14,38,33.37,44.37,37.92,58.41
25,32,19.75,96.1,1.29,103.86
32,1,1.29,103.86,34.49,69.17
42,29,15.4,44.19,14.62,121
28,17,33.7,73.01,31.9,35.98
19,10,29.31,47.96,35.17,33.33
9,13,39.92,116.33,-6.18,106.77
7,21,4.88,114.85,33.8,35.52
40,19,41.24,69.3,29.31,47.96
29,1,14.62,121,34.49,69.17
25,37,19.75,96.1,39.91,32.79
35,42,13.72,100.58,15.4,44.19
13,40,-6.18,106.77,41.24,69.3
27,24,23.5,58.57,48.03,106.95
29,29,14.62,121,14.62,121
4,15,26.19,50.5,31.23,34.78
24,6,48.03,106.95,27.48,89.54
23,13,4.14,73.46,-6.18,106.77
28,3,33.7,73.01,40.41,49.95
41,22,21.01,105.8,3.07,101.66
21,4,33.8,35.52,26.19,50.5
12,4,28.66,77.13,26.19,50.5
14,16,33.37,44.37,35.68,139.68
26,5,27.72,85.32,23.8,90.44
3,29,40.41,49.95,14.62,121
33,37,6.9,79.91,39.91,32.79
15,5,31.23,34.78,23.8,90.44
34,41,38.6,68.79,21.01,105.8
31,8,24.58,46.71,11.56,104.9
20,36,42.79,74.58,-8.65,125.6
1,35,34.49,69.17,13.72,100.58
19,21,29.31,47.96,33.8,35.52
13,15,-6.18,106.77,31.23,34.78
9,37,39.92,116.33,39.91,32.79
35,41,13.72,100.58,21.01,105.8
38,8,37.92,58.41,11.56,104.9
19,26,29.31,47.96,27.72,85.32
16,42,35.68,139.68,15.4,44.19
10,40,35.17,33.33,41.24,69.3
19,7,29.31,47.96,4.88,114.85
21,23,33.8,35.52,4.14,73.46
10,37,35.17,33.33,39.91,32.79
39,2,24.44,54.39,40.18,44.47
12,19,28.66,77.13,29.31,47.96
39,42,24.44,54.39,15.4,44.19
23,31,4.14,73.46,24.58,46.71
22,30,3.07,101.66,25.22,51.5
12,18,28.66,77.13,51.17,71.34
31,23,24.58,46.71,4.14,73.46
16,25,35.68,139.68,19.75,96.1
36,3,-8.65,125.6,40.41,49.95
24,18,48.03,106.95,51.17,71.34
16,12,35.68,139.68,28.66,77.13
17,27,31.9,35.98,23.5,58.57
7,5,4.88,114.85,23.8,90.44
26,31,27.72,85.32,24.58,46.71
19,9,29.31,47.96,39.92,116.33
12,27,28.66,77.13,23.5,58.57
18,34,51.17,71.34,38.6,68.79
26,28,27.72,85.32,33.7,73.01
6,31,27.48,89.54,24.58,46.71
16,4,35.68,139.68,26.19,50.5
27,34,23.5,58.57,38.6,68.79
10,38,35.17,33.33,37.92,58.41
33,11,6.9,79.91,41.68,44.8
5,2,23.8,90.44,40.18,44.47
19,38,29.31,47.96,37.92,58.41
40,23,41.24,69.3,4.14,73.46
4,20,26.19,50.5,42.79,74.58
40,5,41.24,69.3,23.8,90.44
5,32,23.8,90.44,1.29,103.86
13,29,-6.18,106.77,14.62,121
13,3,-6.18,106.77,40.41,49.95
27,32,23.5,58.57,1.29,103.86
13,4,-6.18,106.77,26.19,50.5
8,26,11.56,104.9,27.72,85.32
37,23,39.91,32.79,4.14,73.46
8,35,11.56,104.9,13.72,100.58
3,16,40.41,49.95,35.68,139.68
8,31,11.56,104.9,24.58,46.71
5,18,23.8,90.44,51.17,71.34
38,16,37.92,58.41,35.68,139.68
34,1,38.6,68.79,34.49,69.17
20,8,42.79,74.58,11.56,104.9
27,19,23.5,58.57,29.31,47.96
12,10,28.66,77.13,35.17,33.33
18,42,51.17,71.34,15.4,44.19
11,7,41.68,44.8,4.88,114.85
40,25,41.24,69.3,19.75,96.1
30,9,25.22,51.5,39.92,116.33
31,22,24.58,46.71,3.07,101.66
30,26,25.22,51.5,27.72,85.32
31,17,24.58,46.71,31.9,35.98
12,21,28.66,77.13,33.8,35.52
3,8,40.41,49.95,11.56,104.9
8,37,11.56,104.9,39.91,32.79
26,28,27.72,85.32,33.7,73.01
7,42,4.88,114.85,15.4,44.19
24,35,48.03,106.95,13.72,100.58
3,1,40.41,49.95,34.49,69.17
8,22,11.56,104.9,3.07,101.66
17,23,31.9,35.98,4.14,73.46
10,42,35.17,33.33,15.4,44.19
32,27,1.29,103.86,23.5,58.57
23,6,4.14,73.46,27.48,89.54
36,9,-8.65,125.6,39.92,116.33
13,11,-6.18,106.77,41.68,44.8
36,19,-8.65,125.6,29.31,47.96
26,22,27.72,85.32,3.07,101.66
34,24,38.6,68.79,48.03,106.95
2,8,40.18,44.47,11.56,104.9
24,27,48.03,106.95,23.5,58.57
20,34,42.79,74.58,38.6,68.79
20,43,42.79,74.58,#N/A,#N/A
18,4,51.17,71.34,26.19,50.5
30,18,25.22,51.5,51.17,71.34
19,23,29.31,47.96,4.14,73.46
8,41,11.56,104.9,21.01,105.8
34,3,38.6,68.79,40.41,49.95
4,31,26.19,50.5,24.58,46.71
39,9,24.44,54.39,39.92,116.33
38,15,37.92,58.41,31.23,34.78
32,10,1.29,103.86,35.17,33.33
11,41,41.68,44.8,21.01,105.8
31,40,24.58,46.71,41.24,69.3
35,36,13.72,100.58,-8.65,125.6
41,33,21.01,105.8,6.9,79.91
36,37,-8.65,125.6,39.91,32.79
5,8,23.8,90.44,11.56,104.9
26,7,27.72,85.32,4.88,114.85
11,8,41.68,44.8,11.56,104.9
39,42,24.44,54.39,15.4,44.19
40,17,41.24,69.3,31.9,35.98
33,8,6.9,79.91,11.56,104.9
29,15,14.62,121,31.23,34.78
35,11,13.72,100.58,41.68,44.8
36,38,-8.65,125.6,37.92,58.41
30,11,25.22,51.5,41.68,44.8
38,35,37.92,58.41,13.72,100.58
38,8,37.92,58.41,11.56,104.9
4,26,26.19,50.5,27.72,85.32
30,11,25.22,51.5,41.68,44.8
34,7,38.6,68.79,4.88,114.85
42,31,15.4,44.19,24.58,46.71
7,5,4.88,114.85,23.8,90.44
14,36,33.37,44.37,-8.65,125.6
19,15,29.31,47.96,31.23,34.78
32,35,1.29,103.86,13.72,100.58
42,5,15.4,44.19,23.8,90.44
31,29,24.58,46.71,14.62,121
20,27,42.79,74.58,23.5,58.57
33,17,6.9,79.91,31.9,35.98
14,28,33.37,44.37,33.7,73.01
3,13,40.41,49.95,-6.18,106.77
35,29,13.72,100.58,14.62,121
39,23,24.44,54.39,4.14,73.46
1,4,34.49,69.17,26.19,50.5
38,27,37.92,58.41,23.5,58.57
9,32,39.92,116.33,1.29,103.86
13,36,-6.18,106.77,-8.65,125.6
15,2,31.23,34.78,40.18,44.47
29,9,14.62,121,39.92,116.33
29,5,14.62,121,23.8,90.44
12,15,28.66,77.13,31.23,34.78
21,39,33.8,35.52,24.44,54.39
37,5,39.91,32.79,23.8,90.44
21,43,33.8,35.52,#N/A,#N/A
10,29,35.17,33.33,14.62,121
8,37,11.56,104.9,39.91,32.79
20,11,42.79,74.58,41.68,44.8
12,43,28.66,77.13,#N/A,#N/A
20,28,42.79,74.58,33.7,73.01
15,16,31.23,34.78,35.68,139.68
35,43,13.72,100.58,#N/A,#N/A
36,42,-8.65,125.6,15.4,44.19
27,6,23.5,58.57,27.48,89.54
10,14,35.17,33.33,33.37,44.37
11,31,41.68,44.8,24.58,46.71
35,6,13.72,100.58,27.48,89.54
3,15,40.41,49.95,31.23,34.78
6,43,27.48,89.54,#N/A,#N/A
41,32,21.01,105.8,1.29,103.86
34,39,38.6,68.79,24.44,54.39
6,33,27.48,89.54,6.9,79.91
30,37,25.22,51.5,39.91,32.79
