"fixed acidity;""volatile acidity"";""citric acid"";""residual sugar"";""chlorides"";""free sulfur dioxide"";""total sulfur dioxide"";""density"";""pH"";""sulphates"";""alcohol"";""quality""",,
6.1;0.28;0.16;1.3;0.06;36;126;0.99353;3.13;0.46;8.7;6,0.852405075,693
7;0.18;0.26;1.4;0.044;46;89;0.99256;3.39;0.48;10.7;7,0.759426902,1130
6.5;0.21;0.28;1.4;0.046;26;66;0.99199;3.43;0.48;11.1;6,0.117179808,4313
7.6;0.48;0.33;7;0.024;14;130;0.9918;3.25;0.45;12.5;7,0.056684131,4612
7.1;0.34;0.32;2;0.051;29;130;0.99354;3.3;0.5;10.4;6,0.81979916,842
8.9;0.21;0.37;1.2;0.028;20;93;0.99244;3.2;0.37;11.5;5,0.10255407,4395
7.4;0.32;0.27;12.9;0.04;60;221;0.99831;3.05;0.66;9.4;5,0.802101128,935
6;0.495;0.27;5;0.157;17;129;0.99396;3.03;0.36;9.3;5,0.818885231,849
8.1;0.25;0.34;10.1;0.05;30;121;0.99724;3.17;0.49;10.1;6,0.464067858,2652
8.2;0.25;0.46;3.75;0.05;14;102;0.99524;3.28;0.58;9.7;5,0.452622821,2691
6.5;0.18;0.29;1.7;0.035;39;144;0.9927;3.49;0.5;10.5;6,0.175122983,4048
6.7;0.24;0.26;12.6;0.053;44;182;0.99802;3.42;0.42;9.7;5,0.234646796,3752
6.6;0.32;0.24;1.3;0.06;42.5;204;0.99512;3.59;0.51;9.2;5,0.619445216,1856
7.6;0.32;0.35;1.6;0.092;24;138;0.99438;3.19;0.44;9.8;5,0.496724403,2502
7.4;0.33;0.44;7.6;0.05;40;227;0.99679;3.12;0.52;9;5,0.73353844,1276
7.2;0.3;0.3;8.1;0.05;40;188;0.99652;3.15;0.49;9.1;6,0.669190828,1613
7.4;0.34;0.3;14.9;0.037;70;169;0.99698;3.25;0.37;10.4;6,0.476427007,2597
6.1;0.16;0.29;6;0.03;29;144;0.99474;3.68;0.46;10.7;6,0.069227151,4537
6.3;0.1;0.24;6;0.039;25;107;0.99511;3.59;0.49;10.5;7,0.684121826,1538
6.2;0.45;0.73;7.2;0.099;47;202;0.99582;3.21;0.43;9.2;5,0.924687235,357
6;0.33;0.18;3;0.036;5;85;0.99125;3.28;0.4;11.5;4,0.077571259,4493
7.6;0.48;0.37;1.2;0.034;5;57;0.99256;3.05;0.54;10.4;3,0.58049923,2062
7.2;0.2;0.3;2;0.039;43;188;0.9911;3.3;0.41;12;6,0.154117998,4139
7;0.32;0.29;4.9;0.036;41;150;0.99168;3.38;0.43;12.2;6,0.129120756,4250
7.2;0.2;0.3;2;0.039;43;188;0.9911;3.3;0.41;12;6,0.0225388,4784
7;0.22;0.29;8.9;0.05;24;90;0.99556;3.29;0.46;9.8;6,0.838171226,741
9.4;0.23;0.56;16.45;0.063;52.5;282;1.00098;3.1;0.51;9.3;5,0.342141069,3228
6.4;0.27;0.19;2;0.084;21;191;0.99516;3.49;0.63;9.6;4,0.777766144,1048
6.4;0.27;0.19;1.9;0.085;21;196;0.99516;3.49;0.64;9.5;4,0.385821068,3021
7;0.23;0.42;5.1;0.042;37;144;0.99518;3.5;0.59;10.2;6,0.342948529,3223
6.9;0.15;0.28;4.4;0.029;14;107;0.99347;3.24;0.46;10.4;8,0.634337664,1792
6.7;0.26;0.29;5.8;0.025;26;74;0.9929;3.28;0.53;11;6,0.441766255,2744
6.9;0.15;0.28;4.4;0.029;14;107;0.99347;3.24;0.46;10.4;8,0.237515013,3738
7.6;0.2;0.68;12.9;0.042;56;160;0.99841;3.05;0.41;8.7;5,0.682659036,1541
6.9;0.3;0.29;1.3;0.053;24;189;0.99362;3.29;0.54;9.9;4,0.997955439,14
6.9;0.3;0.3;1.3;0.053;24;186;0.99361;3.29;0.54;9.9;4,0.121621069,4291
7.6;0.21;0.35;1.2;0.041;7;106;0.9914;3.06;0.45;11.3;4,0.368718037,3101
6.8;0.46;0.26;2.7;0.042;28;83;0.99114;3.38;0.51;12;8,0.574892874,2098
7;0.28;0.26;1.7;0.042;34;130;0.9925;3.43;0.5;10.7;8,0.865362191,637
6.5;0.24;0.29;8.2;0.043;32;156;0.99453;3.13;0.7;10.1;6,0.944379905,268
6.4;0.17;0.34;1.5;0.091;42;135;0.9938;3.25;0.49;9.6;7,0.296859939,3459
6.4;0.17;0.34;1.5;0.093;43;136;0.9938;3.25;0.49;9.6;6,0.201074507,3913
6.3;0.695;0.55;12.9;0.056;58;252;0.99806;3.29;0.49;8.7;5,0.80381875,928
7;0.27;0.29;3.9;0.059;28;199;0.9961;3.54;0.59;10.3;5,0.524031211,2365
8.4;0.3;0.25;17.75;0.047;25;218;1.00016;2.98;0.66;9.1;5,0.728824973,1306
6.5;0.19;0.27;4.9;0.037;13;101;0.9916;3.17;0.41;11.8;6,0.400975614,2943
8;0.36;0.39;1.6;0.024;26;93;0.99116;3.15;0.49;11.9;6,0.154882792,4134
6.1;0.16;0.24;1.4;0.046;17;77;0.99319;3.66;0.57;10.3;6,0.076893115,4499
9.2;0.19;0.42;2;0.047;16;104;0.99517;3.09;0.66;10;4,0.207130837,3891
9.2;0.16;0.49;2;0.044;18;107;0.99514;3.1;0.53;10.2;4,0.820523674,834
8;0.26;0.28;8.2;0.038;72;202;0.99566;3.12;0.56;10;6,0.725837596,1317
8.8;0.33;0.36;2.1;0.034;19;125;0.99166;2.96;0.98;12.7;6,0.762959201,1107
9.8;0.16;0.46;1.8;0.046;23;130;0.99587;3.04;0.67;9.6;5,0.161738292,4105
6.6;0.23;0.18;8.5;0.044;59;188;0.99558;3.16;0.49;9.5;5,0.594808777,1989
7.9;0.44;0.26;4.45;0.033;23;100;0.99117;3.17;0.52;12.7;6,0.274991744,3567
7.6;0.31;0.27;5.8;0.036;23;109;0.99399;3.34;0.54;11;6,0.537388628,2290
7.5;0.705;0.1;13;0.044;44;214;0.99741;3.1;0.5;9.1;5,0.514520486,2425
7.1;0.21;0.28;2.7;0.034;23;111;0.99405;3.35;0.64;10.2;4,0.724891449,1325
7;0.16;0.26;7.3;0.047;30;220;0.99622;3.38;0.58;10.1;6,0.382731824,3032
8;0.27;0.25;19.1;0.045;50;208;1.00051;3.05;0.5;9.2;6,0.126122045,4265
6.3;0.38;0.17;8.8;0.08;50;212;0.99803;3.47;0.66;9.4;4,0.893906831,496
7.1;0.21;0.28;2.7;0.034;23;111;0.99405;3.35;0.64;10.2;4,0.701576898,1450
6.2;0.38;0.18;7.4;0.095;28;195;0.99773;3.53;0.71;9.2;4,0.376731564,3062
8.2;0.24;0.3;2.3;0.05;23;106;0.99397;2.98;0.5;10;5,0.052061382,4643
7;0.16;0.26;6.85;0.047;30;220;0.99622;3.38;0.58;10.1;6,0.354102677,3165
7.3;0.815;0.09;11.4;0.044;45;204;0.99713;3.15;0.46;9;5,0.246324248,3698
6.3;0.41;0.16;0.9;0.032;25;98;0.99274;3.16;0.42;9.5;5,0.137186271,4218
6.1;0.36;0.41;19.35;0.07;67;207;1.00118;3.39;0.53;9.1;5,0.829896974,782
8.1;0.4;0.32;7.9;0.031;23;118;0.99176;3.05;0.46;13.3;7,0.336533872,3254
6.8;0.26;0.43;11.75;0.045;53;198;0.9969;3.26;0.55;9.5;5,0.895810268,489
6.2;0.44;0.18;7.7;0.096;28;210;0.99771;3.56;0.72;9.2;5,0.180522593,4018
7.2;0.24;0.29;3;0.036;17;117;0.99411;3.36;0.68;10.1;6,0.647591633,1708
6.2;0.44;0.18;7.7;0.096;28;210;0.99771;3.56;0.72;9.2;5,0.349739711,3186
7.2;0.24;0.29;3;0.036;17;117;0.99411;3.36;0.68;10.1;6,0.82313552,820
7.3;0.22;0.26;1.5;0.04;32;172;0.99194;3.27;0.48;11.2;6,0.454124662,2688
8.1;0.34;0.28;7.5;0.04;70;230;0.99558;3.14;0.55;9.8;6,0.699653594,1461
7.3;0.22;0.26;1.5;0.04;32;172;0.99194;3.27;0.48;11.2;6,0.714907055,1382
8.1;0.34;0.28;7.5;0.04;70;230;0.99558;3.14;0.55;9.8;6,0.89262998,503
6.4;0.28;0.17;8.3;0.042;61;195;0.99577;3.22;0.46;9.4;5,0.956243985,203
6.3;0.29;0.14;7.05;0.045;50;177;0.99564;3.23;0.42;9;5,0.568281421,2133
6.4;0.27;0.17;8.4;0.044;60;198;0.99578;3.21;0.47;9.4;5,0.151575735,4153
7.4;0.35;0.2;13.9;0.054;63;229;0.99888;3.11;0.5;8.9;6,0.745285392,1202
8.3;0.28;0.27;17.5;0.045;48;253;1.00014;3.02;0.56;9.1;6,0.780330309,1037
6.4;0.35;0.35;5.6;0.034;9;148;0.99441;3.17;0.5;9.8;4,0.12252936,4284
6.9;0.43;0.28;9.4;0.056;29;183;0.99594;3.17;0.43;9.4;5,0.112063555,4347
8;0.26;0.28;4.8;0.05;34;150;0.99437;3.13;0.5;10;6,0.299719817,3448
6.9;0.43;0.28;9.4;0.056;29;183;0.99594;3.17;0.43;9.4;5,0.871670675,612
7.3;0.27;0.37;9.7;0.042;36;130;0.9979;3.48;0.75;9.9;6,0.584712561,2045
6.8;0.46;0.26;6.3;0.147;49;159;0.99434;3.14;0.47;10;5,0.003183954,4881
7.2;0.2;0.28;1.6;0.028;13;168;0.99203;3.17;1.06;11.5;6,0.273544358,3569
7.6;0.285;0.32;14.6;0.063;32;201;0.998;3;0.45;9.2;5,0.2284656,3788
6.6;0.32;0.33;2.5;0.052;40;219.5;0.99316;3.15;0.6;10;5,0.55601772,2198
7.6;0.285;0.32;14.6;0.063;32;201;0.998;3;0.45;9.2;5,0.75744919,1140
6.6;0.34;0.34;2.6;0.051;40.5;210;0.99314;3.15;0.61;10;5,0.525820508,2353
6.6;0.32;0.33;2.5;0.052;40;210;0.99316;3.15;0.6;10;5,0.459711605,2665
6.5;0.27;0.26;8.2;0.042;21;133;0.99612;3.43;0.64;9.8;6,0.184069309,3997
6.6;0.26;0.27;1.5;0.04;19;114;0.99295;3.36;0.62;10.5;6,0.929142942,327
6.7;0.27;0.26;2.3;0.043;61;181;0.99394;3.45;0.63;10.6;6,0.276142178,3561
6.6;0.56;0.15;10;0.037;38;157;0.99642;3.28;0.52;9.4;5,0.635238825,1785
6.6;0.56;0.15;10;0.037;38;157;0.99642;3.28;0.52;9.4;5,0.284953465,3514
7.3;0.19;0.27;1.6;0.027;35;136;0.99248;3.38;0.54;11;7,0.256605691,3647
6.3;0.2;0.26;1.6;0.027;36;141;0.99268;3.53;0.56;10.8;6,0.227449787,3794
7.1;0.29;0.3;16;0.036;58;201;0.99954;3.3;0.67;9;5,0.709106027,1406
7.8;0.32;0.33;10.4;0.031;47;194;0.99692;3.07;0.58;9.6;6,0.30333005,3424
8.1;0.33;0.36;7.4;0.037;36;156;0.99592;3.19;0.54;10.6;6,0.225921701,3801
8.1;0.33;0.36;7.4;0.037;36;156;0.99592;3.19;0.54;10.6;6,0.815829397,869
7.8;0.32;0.33;10.4;0.031;47;194;0.99692;3.07;0.58;9.6;6,0.114164356,4335
6.6;0.33;0.24;16.05;0.045;31;147;0.99822;3.08;0.52;9.2;5,0.946742664,253
6.6;0.33;0.24;16.05;0.045;31;147;0.99822;3.08;0.52;9.2;5,0.11783346,4307
8.2;0.26;0.33;2.6;0.053;11;71;0.99402;2.89;0.49;9.5;5,0.591247883,2011
8.3;0.25;0.33;2.5;0.053;12;72;0.99404;2.89;0.48;9.5;5,0.379517028,3049
7;0.26;0.26;10.8;0.039;37;184;0.99787;3.47;0.58;10.3;7,0.756694465,1149
6;0.26;0.15;1.2;0.053;35;124;0.99347;3.08;0.46;8.8;5,0.646802307,1712
7.5;0.28;0.78;12.1;0.041;53;161;0.99838;2.98;0.44;8.7;5,0.856444414,677
7.5;0.27;0.79;11.95;0.04;51;159;0.99839;2.98;0.44;8.7;5,0.849652825,703
7;0.28;0.32;1.7;0.038;27;128;0.99375;3.2;0.62;10.2;6,0.690312068,1512
5.2;0.16;0.34;0.8;0.029;26;77;0.99155;3.25;0.51;10.1;6,0.051492818,4645
6.8;0.34;0.1;1.4;0.049;29;118;0.9936;3.21;0.41;9.5;5,0.845275729,716
7.6;0.25;0.34;1.3;0.056;34;176;0.99434;3.1;0.51;9.5;5,0.635189741,1786
5.6;0.35;0.4;6.3;0.022;23;174;0.9922;3.54;0.5;11.6;7,0.146219578,4179
8.8;0.24;0.23;10.3;0.032;12;97;0.99571;3.13;0.4;10.7;6,0.328764423,3289
6;0.29;0.21;15.55;0.043;20;142;0.99658;3.11;0.54;10.1;6,0.971020546,143
6.1;0.27;0.31;1.5;0.035;17;83;0.99076;3.32;0.44;11.1;7,0.652453258,1688
7.4;0.56;0.09;1.5;0.071;19;117;0.99496;3.22;0.53;9.8;5,0.43359635,2785
6.8;0.29;0.49;1.4;0.142;52;148;0.9937;3.08;0.49;9;6,0.585514613,2038
6.1;0.27;0.31;1.5;0.035;17;83;0.99076;3.32;0.44;11.1;7,0.179382928,4027
6.3;0.27;0.37;7.9;0.047;58;215;0.99542;3.19;0.48;9.5;6,0.21752505,3842
6.6;0.24;0.3;13;0.052;18;143;0.99825;3.37;0.49;9.4;6,0.82527417,809
6.8;0.32;0.3;1;0.049;22;113;0.99289;3.24;0.61;10.2;5,0.529598564,2334
6.4;0.37;0.37;4.85;0.041;39.5;216.5;0.99432;3.1;0.5;9.8;6,0.064930421,4559
6.2;0.26;0.37;7.1;0.047;54;201;0.99523;3.19;0.48;9.5;6,0.656231825,1671
6.3;0.27;0.37;7.9;0.047;58;215;0.99542;3.19;0.48;9.5;6,0.208924297,3876
6.4;0.3;0.16;7.5;0.05;55;191;0.9959;3.17;0.49;9;5,0.014441442,4829
8;0.28;0.32;7.6;0.045;61;204;0.99543;3.1;0.55;10.1;6,0.589697787,2015
6.7;0.24;0.32;10.3;0.079;37;122;0.99662;3.02;0.45;8.8;5,0.89709684,474
7.9;0.27;0.27;1.7;0.034;25;122;0.99088;2.97;0.51;11.9;6,0.042279921,4697
7.9;0.27;0.27;1.7;0.034;25;122;0.99088;2.97;0.51;11.9;6,0.855901146,680
6.1;0.28;0.24;19.95;0.074;32;174;0.99922;3.19;0.44;9.3;6,0.795288481,964
7.7;0.39;0.49;7.7;0.036;11;110;0.9966;3.33;0.76;10;6,0.877473501,580
6;0.2;0.24;5.3;0.075;49;201;0.99466;3.21;0.43;9.5;5,0.548604546,2238
6.1;0.28;0.24;19.95;0.074;32;174;0.99922;3.19;0.44;9.3;6,0.306809553,3407
7.6;0.31;0.23;12.7;0.054;20;139;0.99836;3.16;0.5;9.7;4,0.622765735,1837
7.6;0.31;0.23;12.7;0.054;20;139;0.99836;3.16;0.5;9.7;4,0.183195761,4002
6.3;0.18;0.22;1.5;0.043;45;155;0.99238;3.19;0.48;10.2;5,0.614829303,1879
8.6;0.23;0.25;11.3;0.031;13;96;0.99645;3.11;0.4;10.8;5,0.566585682,2142
6.8;0.21;0.36;18.1;0.046;32;133;1;3.27;0.48;8.8;5,0.197788723,3924
6.8;0.21;0.36;18.1;0.046;32;133;1;3.27;0.48;8.8;5,0.414376544,2885
6.9;0.26;0.31;7;0.039;37;175;0.99376;3.32;0.49;11.4;6,0.576831391,2085
6.8;0.21;0.36;18.1;0.046;32;133;1;3.27;0.48;8.8;5,0.948964547,240
6.4;0.31;0.4;6.4;0.039;39;191;0.99513;3.14;0.52;9.8;5,0.893984667,495
8.6;0.34;0.36;1.4;0.045;11;119;0.99556;3.17;0.47;9.4;4,0.64613187,1718
8.6;0.34;0.36;1.4;0.045;11;119;0.99556;3.17;0.47;9.4;4,0.361685601,3127
8.5;0.3;0.28;3.1;0.054;54;174;0.99543;3.21;0.43;9.4;6,0.148218629,4167
7.4;0.4;0.41;14.1;0.053;37;194;0.99886;3.2;0.63;9.4;6,0.320379459,3328
6.6;0.32;0.34;7.7;0.044;63;212;0.99526;3.22;0.48;9.7;6,0.93436095,304
7.1;0.34;0.31;5.2;0.032;36;140;0.99166;3.35;0.47;12.3;7,0.295940311,3464
6.6;0.26;0.25;11.6;0.045;45;178;0.99691;3.33;0.43;9.8;6,0.16758344,4083
8;0.27;0.57;10.4;0.053;18;134;0.99732;3.12;0.68;9;5,0.903429344,444
6.2;0.28;0.45;7.5;0.045;46;203;0.99573;3.26;0.46;9.2;6,0.450644803,2700
6.2;0.3;0.49;11.2;0.058;68;215;0.99656;3.19;0.6;9.4;6,0.371952889,3084
5.6;0.175;0.29;0.8;0.043;20;67;0.99112;3.28;0.48;9.9;6,0.91294207,406
6.9;0.34;0.36;1.4;0.032;13;145;0.99214;3.07;0.52;9.8;5,0.803712802,930
6.9;0.34;0.3;4.7;0.029;34;148;0.99165;3.36;0.49;12.3;7,0.597108286,1981
7.1;0.12;0.3;3.1;0.018;15;37;0.99004;3.02;0.52;11.9;7,0.674540776,1591
7.1;0.32;0.29;4;0.038;33;170;0.99463;3.27;0.64;10.2;6,0.93672193,295
7.3;0.51;0.29;11.3;0.034;61;224;0.99683;3.14;0.56;9.5;6,0.695521273,1485
7.1;0.12;0.3;3.1;0.018;15;37;0.99004;3.02;0.52;11.9;7,0.276600134,3558
6.3;0.24;0.55;8.1;0.04;67;216;0.99596;3.24;0.5;9.2;5,0.957762585,194
7.5;0.41;0.23;14.8;0.054;28;174;0.99898;3.18;0.49;9.7;5,0.610455191,1904
6.5;0.18;0.33;1.4;0.029;35;138;0.99114;3.36;0.6;11.5;7,0.940520563,282
7.3;0.17;0.24;8.1;0.121;32;162;0.99508;3.17;0.38;10.4;8,0.009886128,4850
8.2;0.2;0.38;3.5;0.053;41;174;0.99306;3.22;0.41;11.6;5,0.644692895,1727
7.5;0.41;0.23;14.8;0.054;28;174;0.99898;3.18;0.49;9.7;5,0.173996726,4052
7.3;0.17;0.24;8.1;0.121;32;162;0.99508;3.17;0.38;10.4;8,0.187907389,3981
6.5;0.18;0.33;1.4;0.029;35;138;0.99114;3.36;0.6;11.5;7,0.996587789,22
7.3;0.16;0.35;1.5;0.036;29;108;0.99342;3.27;0.51;10.2;6,0.625408338,1827
6.4;0.16;0.37;1.5;0.037;27;109;0.99345;3.38;0.5;9.8;6,0.588787196,2021
6.6;0.42;0.13;12.8;0.044;26;158;0.99772;3.24;0.47;9;5,0.882043855,556
5.8;0.3;0.12;1.6;0.036;57;163;0.99239;3.38;0.59;10.5;6,0.5237458,2367
6.7;0.54;0.27;7.1;0.049;8;178;0.99502;3.16;0.38;9.4;4,0.112050505,4348
6.7;0.54;0.27;7.1;0.049;8;178;0.99502;3.16;0.38;9.4;4,0.273262715,3572
6.4;0.22;0.3;11.2;0.046;53;149;0.99479;3.21;0.34;10.8;5,0.06365468,4569
6.8;0.23;0.3;1.7;0.043;19;95;0.99207;3.17;0.46;10.7;7,0.358035459,3146
9;0.26;0.34;6.7;0.029;21;162;0.99497;3.08;0.5;10.6;6,0.32824033,3292
6.5;0.23;0.25;17.3;0.046;15;110;0.99828;3.15;0.42;9.2;6,0.077572774,4492
5.9;0.28;0.14;8.6;0.032;30;142;0.99542;3.28;0.44;9.5;6,0.028049717,4756
5.9;0.28;0.14;8.6;0.032;30;142;0.99542;3.28;0.44;9.5;6,0.088169639,4459
6.2;0.27;0.18;1.5;0.028;20;111;0.99228;3.41;0.5;10;5,0.863908552,640
9;0.29;0.34;12.1;0.03;34;177;0.99706;3.13;0.47;10.6;5,0.501370508,2477
9;0.26;0.34;6.7;0.029;21;162;0.99497;3.08;0.5;10.6;6,0.391605741,2987
8.9;0.27;0.34;10.7;0.029;19.5;166;0.99669;3.13;0.48;10.6;5,0.698696752,1470
6.5;0.23;0.25;17.3;0.046;15;110;0.99828;3.15;0.42;9.2;6,0.108160214,4365
6.9;0.32;0.3;1.8;0.036;28;117;0.99269;3.24;0.48;11;6,0.542585557,2257
7.2;0.22;0.24;1.4;0.041;17;159;0.99196;3.25;0.53;11.2;6,0.050885211,4648
6.7;0.5;0.38;7.5;0.046;26;175;0.99662;3.32;0.54;9.6;5,0.826279038,806
6.2;0.33;0.14;4.8;0.052;27;128;0.99475;3.21;0.48;9.4;5,0.551820235,2221
6.3;0.26;0.42;7.1;0.045;62;209;0.99544;3.2;0.53;9.5;6,0.380945298,3039
7.5;0.2;0.47;16.9;0.052;51;188;0.99944;3.09;0.62;9.3;5,0.245397629,3701
6.2;0.33;0.14;4.8;0.052;27;128;0.99475;3.21;0.48;9.4;5,0.634393354,1790
6.3;0.26;0.42;7.1;0.045;62;209;0.99544;3.2;0.53;9.5;6,0.633824384,1795
6.6;0.36;0.52;11.3;0.046;8;110;0.9966;3.07;0.46;9.4;5,0.093683723,4437
6.3;0.13;0.42;1.1;0.043;63;146;0.99066;3.13;0.72;11.2;7,0.163346185,4100
6.4;0.15;0.44;1.2;0.043;67;150;0.9907;3.14;0.73;11.2;7,0.221618382,3821
6.3;0.13;0.42;1.1;0.043;63;146;0.99066;3.13;0.72;11.2;7,0.039354062,4709
7.6;0.23;0.64;12.9;0.033;54;170;0.998;3;0.53;8.8;5,0.160486749,4112
6.4;0.15;0.44;1.2;0.043;67;150;0.9907;3.14;0.73;11.2;7,0.74788426,1193
6.3;0.13;0.42;1.1;0.043;63;146;0.99066;3.13;0.72;11.2;7,0.291316502,3480
5.7;0.255;0.65;1.2;0.079;17;137;0.99307;3.2;0.42;9.4;5,0.245137793,3704
6.9;0.32;0.26;2.3;0.03;11;103;0.99106;3.06;0.42;11.1;6,0.83493731,760
6.9;0.28;0.22;10;0.052;36;131;0.99696;3.08;0.46;9.6;5,0.261730758,3621
6.9;0.32;0.26;2.3;0.03;11;103;0.99106;3.06;0.42;11.1;6,0.760501032,1125
5.7;0.255;0.65;1.2;0.079;17;137;0.99307;3.2;0.42;9.4;5,0.891296425,515
6.6;0.41;0.16;1.4;0.037;28;160;0.99167;2.95;0.45;10.6;6,0.00648406,4866
7.3;0.37;0.16;14.9;0.048;59;240;0.99902;3.13;0.45;8.9;5,0.615751193,1875
6.9;0.21;0.24;1.8;0.021;17;80;0.98992;3.15;0.46;12.3;7,0.103075475,4389
6.6;0.24;0.28;1.8;0.028;39;132;0.99182;3.34;0.46;11.4;5,0.791810165,974
6.8;0.28;0.36;7;0.043;60;207;0.99556;3.16;0.49;9.6;6,0.564482611,2156
6.6;0.24;0.24;8.6;0.034;25;135;0.99582;3.33;0.59;10.3;6,0.714168076,1385
6.6;0.24;0.28;1.8;0.028;39;132;0.99182;3.34;0.46;11.4;5,0.730399138,1293
7;0.16;0.32;1.1;0.032;29;80;0.98972;3.23;0.36;12.1;6,0.262562351,3613
7;0.14;0.28;1.3;0.026;10;56;0.99352;3.46;0.45;9.9;5,0.288837456,3492
6.3;0.34;0.36;4.9;0.035;31;185;0.9946;3.15;0.49;9.7;5,0.104448361,4381
6.8;0.26;0.24;1.9;0.043;70;154;0.99273;3.18;0.52;10.5;5,0.16902856,4075
6.7;0.17;0.42;10.4;0.038;85;182;0.99628;3.04;0.44;8.9;6,0.002484295,4884
6.5;0.27;0.4;10;0.039;74;227;0.99582;3.18;0.5;9.4;5,0.18347543,4000
6.7;0.25;0.36;8.6;0.037;63;206;0.99553;3.18;0.5;9.6;5,0.174736851,4050
5.8;0.3;0.27;1.7;0.014;45;104;0.98914;3.4;0.56;12.6;7,0.71786828,1363
6.4;0.28;0.56;1.7;0.156;49;106;0.99354;3.1;0.37;9.2;6,0.048760125,4660
7.7;0.3;0.26;18.95;0.053;36;174;0.99976;3.2;0.5;10.4;5,0.808136172,912
6.8;0.18;0.3;12.8;0.062;19;171;0.99808;3;0.52;9;7,0.568231147,2134
6.8;0.18;0.3;12.8;0.062;19;171;0.99808;3;0.52;9;7,0.889447109,526
6.8;0.18;0.3;12.8;0.062;19;171;0.99808;3;0.52;9;7,0.052877993,4637
6.8;0.18;0.3;12.8;0.062;19;171;0.99808;3;0.52;9;7,0.293026433,3474
6.8;0.18;0.3;12.8;0.062;19;171;0.99808;3;0.52;9;7,0.560756214,2177
6.8;0.18;0.3;12.8;0.062;19;171;0.99808;3;0.52;9;7,0.147789321,4171
5.1;0.14;0.25;0.7;0.039;15;89;0.9919;3.22;0.43;9.2;6,0.455892405,2678
6.8;0.18;0.3;12.8;0.062;19;171;0.99808;3;0.52;9;7,0.959777368,191
7.2;0.615;0.1;1.4;0.068;25;154;0.99499;3.2;0.48;9.7;4,0.273507559,3570
6.9;0.13;0.28;13.3;0.05;47;132;0.99655;3.34;0.42;10.1;6,0.286927061,3501
6.7;0.34;0.3;8.5;0.059;24;152;0.99615;3.46;0.64;11;7,0.746950231,1196
7.3;0.32;0.29;1.5;0.038;32;144;0.99296;3.2;0.55;10.8;5,0.070500669,4529
6.3;0.21;0.29;11.7;0.048;49;147;0.99482;3.22;0.38;10.8;5,0.265104277,3605
5.4;0.5;0.13;5;0.028;12;107;0.99079;3.48;0.88;13.5;7,0.731837062,1285
8.2;0.52;0.34;1.2;0.042;18;167;0.99366;3.24;0.39;10.6;5,0.669236344,1612
7.8;0.28;0.31;2.1;0.046;28;208;0.99434;3.23;0.64;9.8;5,0.193315647,3948
6.4;0.22;0.34;1.4;0.023;56;115;0.98958;3.18;0.7;11.7;6,0.185502461,3990
7.8;0.28;0.31;2.1;0.046;28;208;0.99434;3.23;0.64;9.8;5,0.354487633,3161
6.9;0.32;0.27;16;0.034;58;185;0.99938;3.34;0.6;9;6,0.33714584,3249
6.8;0.11;0.42;1.1;0.042;51;132;0.99059;3.18;0.74;11.3;7,0.034420322,4731
6.2;0.26;0.32;15.3;0.031;64;185;0.99835;3.31;0.61;9.4;5,0.192780108,3952
6.4;0.22;0.34;1.4;0.023;56;115;0.98958;3.18;0.7;11.7;6,0.600842111,1958
6.7;0.3;0.29;2.8;0.025;37;107;0.99159;3.31;0.63;11.3;7,0.220592235,3828
6.7;0.3;0.29;2.8;0.025;37;107;0.99159;3.31;0.63;11.3;7,0.288707237,3494
7.1;0.2;0.3;0.9;0.019;4;28;0.98931;3.2;0.36;12;6,0.210700893,3871
7.2;0.2;0.36;2.5;0.028;22;157;0.9938;3.48;0.49;10.6;6,0.066425028,4553
8.9;0.26;0.33;8.1;0.024;47;202;0.99558;3.13;0.46;10.8;6,0.150137552,4160
7.5;0.25;0.32;8.2;0.024;53;209;0.99563;3.12;0.46;10.8;6,0.656797679,1666
7.1;0.2;0.3;0.9;0.019;4;28;0.98931;3.2;0.36;12;6,0.681783406,1546
6.3;0.27;0.46;11.1;0.053;44;177;0.99691;3.18;0.67;9.4;5,0.007169381,4862
6.5;0.3;0.39;7.8;0.038;61;219;0.9959;3.19;0.5;9.4;5,0.761993398,1113
6.7;0.3;0.29;2.8;0.025;37;107;0.99159;3.31;0.63;11.3;7,0.102860585,4390
6.6;0.36;0.52;10.1;0.05;29;140;0.99628;3.07;0.4;9.4;5,0.424210193,2832
6.15;0.21;0.37;3.2;0.021;20;80;0.99076;3.39;0.47;12;5,0.862554737,645
6.5;0.18;0.41;14.2;0.039;47;129;0.99678;3.28;0.72;10.3;7,0.65869502,1652
6.5;0.18;0.41;14.2;0.039;47;129;0.99678;3.28;0.72;10.3;7,0.637488775,1771
6.5;0.18;0.41;14.2;0.039;47;129;0.99678;3.28;0.72;10.3;7,0.168674625,4078
6.6;0.26;0.21;2.9;0.026;48;126;0.99089;3.22;0.38;11.3;7,0.020598455,4799
6.6;0.35;0.35;6;0.063;31;150;0.99537;3.1;0.47;9.4;6,0.171444241,4068
6.5;0.28;0.28;20.4;0.041;40;144;1.0002;3.14;0.38;8.7;5,0.151067544,4157
6.6;0.36;0.52;10.1;0.05;29;140;0.99628;3.07;0.4;9.4;5,0.013886857,4833
6.6;0.26;0.21;2.9;0.026;48;126;0.99089;3.22;0.38;11.3;7,0.691949674,1501
6.5;0.18;0.41;14.2;0.039;47;129;0.99678;3.28;0.72;10.3;7,0.926078484,350
